org.mybatis.jpetstore.web.actions.AccountActionBean,0.1544504955317196,3.093989766387281E-4,0.7520324748957702,0.09314718921600815,6.044137986322235E-5
org.mybatis.jpetstore.web.actions.CatalogActionBean,0.130522568970271,3.5223649769500887E-4,0.18654055235945408,0.6825158324428576,6.880972972232579E-5
org.mybatis.jpetstore.domain.LineItem,0.32172305752261365,0.676952180045032,5.310732421038543E-4,6.515039465984784E-4,1.421852436521407E-4
org.mybatis.jpetstore.service.AccountService,0.6757348010859695,9.375512366841462E-4,0.3223052815607243,8.39214604444277E-4,1.8315151217784362E-4
org.mybatis.jpetstore.domain.Category,0.8543707302276558,0.0017883030791455295,0.001304837759135291,0.1421867822526637,3.49346681399707E-4
org.mybatis.jpetstore.web.actions.CartActionBean,0.20702492441449563,0.3931119673098376,0.3993760057214635,3.998406937625126E-4,8.726186044073398E-5
org.mybatis.jpetstore.service.CatalogService,0.46212967111193454,6.817440212600745E-4,4.9743544669728E-4,0.5365579700870472,1.33179333060868E-4
org.mybatis.jpetstore.domain.Cart,0.16378975229066361,0.8353563241447652,3.423224759926903E-4,4.199504445659625E-4,9.165064401250034E-5
org.mybatis.jpetstore.domain.CartItem,0.4276445728912471,0.5702548884385703,8.420678715622722E-4,0.0010330223745660249,2.254484240542991E-4
org.mybatis.jpetstore.web.actions.AbstractActionBean,0.48010699998170353,0.0012247814059059572,0.5173326382615014,0.0010963181561397155,2.3926219474931288E-4
org.mybatis.jpetstore.service.OrderService,0.6457838031720324,0.3474705912272307,0.00628910690734393,3.747193536409811E-4,8.177933975195356E-5
org.mybatis.jpetstore.domain.Order,0.07984289268149172,0.17438570035479367,1.7779133477889732E-4,2.1810881644233055E-4,0.7453755068124933
org.mybatis.jpetstore.domain.Item,0.29034412165262286,0.5578084277898334,5.124151412102648E-4,0.151197845541326,1.3718987500744735E-4
org.mybatis.jpetstore.domain.Account,0.27803211607324924,5.999033685905648E-4,4.37720303844382E-4,0.06484734641572118,0.6560829138385946
org.mybatis.jpetstore.domain.Sequence,0.9936604017405297,0.002247992327086623,0.0016402506403056592,0.0020122078855572276,4.391474065206859E-4
org.mybatis.jpetstore.web.actions.OrderActionBean,0.14972165784999564,2.836807504799731E-4,0.8496853176795434,2.5392641968506076E-4,5.5417300295937186E-5
org.mybatis.jpetstore.domain.Product,0.7842120975900319,0.0016414524271562328,0.012928733359741509,0.20089705735407412,3.206592689962364E-4
