org.mybatis.jpetstore.domain.Account,0.41633077133141855,3.2236482898411606E-4,3.7762361557202407E-4,2.2258476182549712E-4,4.416994033841527E-4,0.2518268498848037,0.33047810617401185
org.mybatis.jpetstore.domain.Cart,1.297663503350941E-4,0.7819195009033896,2.952783567397132E-4,1.7404754363037873E-4,3.4538166742198494E-4,0.2170418264441972,9.419873428587839E-5
org.mybatis.jpetstore.domain.CartItem,3.1946328782244267E-4,0.5291935065383762,7.269264676342375E-4,4.2847626046352516E-4,8.50272530153645E-4,0.4682494532146391,2.319017009106789E-4
org.mybatis.jpetstore.domain.Category,4.95395570492267E-4,9.622992577091356E-4,0.0011272536340380481,6.644433009551256E-4,0.14219835503101452,0.854192640443386,3.5961276240487674E-4
org.mybatis.jpetstore.domain.Item,1.942973000038871E-4,0.5981248710487015,4.421160594866109E-4,2.605988972670201E-4,0.13614050629844998,0.2646965679787903,1.41042417300535E-4
org.mybatis.jpetstore.domain.LineItem,2.013780784211277E-4,0.5886854760309843,0.13061183469496757,2.7009590544617695E-4,5.359809868099107E-4,0.27954905187586787,1.4618242750302925E-4
org.mybatis.jpetstore.domain.Order,6.737876143134342E-5,0.13077452851647137,1.533177892668505E-4,9.037094662599244E-5,1.793330005189488E-4,0.10224343581872501,0.7664916351669604
org.mybatis.jpetstore.domain.Product,4.54637000126411E-4,8.831262809112719E-4,0.0010345090692906254,6.097763627562428E-4,0.23628089694578694,0.760407028646017,3.30025695111614E-4
org.mybatis.jpetstore.domain.Sequence,6.230733361905524E-4,0.0012103116067806723,0.001417779496484163,8.35689555770939E-4,0.0016583506218982695,0.9938025000113491,4.5229537152634806E-4
org.mybatis.jpetstore.mapper.AccountMapper,0.3805213117608118,8.159908026608415E-4,9.55865434034331E-4,5.634210128767148E-4,0.0011180582318426828,0.6157204156976118,3.0493706016193687E-4
org.mybatis.jpetstore.mapper.CategoryMapper,5.681614702507362E-4,0.0011036460429751647,0.0012928296500998699,7.620396815292266E-4,0.11901974915828796,0.8768411397160946,4.1243428076245353E-4
org.mybatis.jpetstore.mapper.ItemMapper,4.712537013988466E-4,0.12274667647951576,0.08635421047150633,6.32063311816912E-4,0.07435303617635505,0.7151006719291796,3.420879302274818E-4
org.mybatis.jpetstore.mapper.LineItemMapper,5.018225407478321E-4,9.747835613134319E-4,0.2606100944053982,6.730633968665702E-4,0.0013356336633176496,0.7355403242658478,3.6427816650851287E-4
org.mybatis.jpetstore.mapper.OrderMapper,4.953955704922669E-4,9.622992577091354E-4,0.24446513692992264,6.644433009551254E-4,0.0013185278597128893,0.751734584318803,3.596127624048767E-4
org.mybatis.jpetstore.mapper.ProductMapper,5.08418462329294E-4,9.875960506044472E-4,0.001156886725295578,6.819100966948969E-4,0.19851217601109547,0.7977839464398553,3.690662141250034E-4
org.mybatis.jpetstore.mapper.SequenceMapper,5.853574502243036E-4,0.0011370490036590921,0.09212998439538411,7.851035811225186E-4,0.0015579673133619453,0.9033796212359761,4.249170202718291E-4
org.mybatis.jpetstore.service.AccountService,0.41614151006457323,5.040022901738622E-4,0.1951158707056179,3.4800083517604155E-4,6.905763000746294E-4,0.38701169334731733,1.8834645706709057E-4
org.mybatis.jpetstore.service.CatalogService,1.8861278839790935E-4,3.6637781417666443E-4,0.2101027064441939,2.5297461501508074E-4,0.4149729273799798,0.37397948498663597,1.3691597160075424E-4
org.mybatis.jpetstore.service.OrderService,1.1578293804121088E-4,2.2490680573047087E-4,0.7994714791167805,1.5529246147667327E-4,3.0816389685327423E-4,0.19964032675027465,8.404803084326827E-5
org.mybatis.jpetstore.web.actions.AbstractActionBean,3.3906557279788757E-4,6.586303319060931E-4,7.715307158152669E-4,0.4825694870230694,9.024452995396783E-4,0.514512709854792,2.461312020797399E-4
org.mybatis.jpetstore.web.actions.AccountActionBean,0.3672766149338032,1.6620268230740768E-4,1.9469263445543017E-4,0.3540338460907429,0.11082744319090594,0.16743909026118886,6.211020659618202E-5
org.mybatis.jpetstore.web.actions.CartActionBean,1.2354911925895325E-4,0.4154683563134254,2.811312857086381E-4,0.3547068501603594,3.2883409842370215E-4,0.22900159344080442,8.96855820193396E-5
org.mybatis.jpetstore.web.actions.CatalogActionBean,9.741305878841483E-5,1.8922356142611344E-4,2.2165968180314354E-4,0.20411939872724283,0.6449644395123687,0.15033715231265085,7.071314571989566E-5
org.mybatis.jpetstore.web.actions.OrderActionBean,7.844729306129557E-5,1.523828156298667E-4,1.7850380877633136E-4,0.742377173997921,2.087926246849526E-4,0.12715156446680329,0.1298531349931232
